ProjectID,StartDate,EndDate,DurationDays,Budget,TeamSize,ComplexityLevel,ManagerExperienceYears,ClientSatisfaction,QualityScore,Delayed,Success
714,2019-07-10,2019-12-25,168,110336.21,24,2,16,10,0.869,0,1
715,2022-11-17,2023-12-26,404,100260.09,12,4,9,9,0.885,1,1
716,2020-09-16,2021-11-26,436,107629.87,12,3,3,9,0.8,0,1
717,2022-01-25,2022-11-15,294,79374.12,14,3,18,10,0.945,0,1
718,2021-02-13,2022-01-29,350,84167.06,16,1,4,8,0.883,1,1
719,2021-11-16,2023-01-01,411,114087.21,23,2,4,9,0.755,1,0
720,2023-08-29,2024-04-24,239,129829.75,15,2,15,10,0.95,0,1
721,2020-03-27,2020-09-26,183,78118.63,10,2,2,9,0.758,0,1
722,2018-12-15,2020-01-18,399,102187.27,11,3,11,10,0.911,1,1
723,2022-11-01,2023-11-25,389,174625.5,14,2,4,9,0.777,0,1
724,2019-09-11,2020-02-12,154,103472.36,17,2,1,7,0.778,1,0
725,2020-08-14,2021-07-09,329,166485.65,21,1,7,7,0.754,1,1
726,2021-05-27,2021-11-04,161,109758.48,17,3,20,10,0.923,0,1
727,2023-06-18,2024-05-18,335,94144.63,14,3,4,10,0.881,1,1
728,2018-05-11,2019-04-21,345,93127.87,23,2,8,8,0.702,1,1
729,2022-05-06,2023-01-09,248,98945.35,10,4,5,9,0.897,1,1
730,2018-06-06,2018-10-05,121,110461.94,13,1,12,8,0.798,0,1
731,2023-01-08,2023-08-14,218,123251.73,25,2,11,8,0.855,1,0
732,2020-10-14,2021-08-25,315,50000.0,13,4,1,8,0.784,0,1
733,2019-08-06,2020-02-14,192,78373.04,23,3,17,10,0.95,0,1
734,2021-07-15,2022-06-12,332,79518.32,10,2,13,9,0.893,0,1
735,2023-07-24,2024-02-07,198,57025.98,21,1,18,9,0.95,0,1
736,2022-10-01,2023-11-08,403,76263.63,20,4,20,9,0.868,1,0
737,2021-10-31,2022-11-02,367,96559.24,11,3,16,10,0.848,1,1
738,2021-04-21,2021-12-15,238,137670.24,20,4,17,10,0.95,0,1
739,2020-06-01,2021-06-01,365,99295.88,12,2,14,6,0.692,0,1
740,2023-04-19,2024-04-29,376,121549.64,13,4,18,7,0.787,0,1
741,2019-04-30,2019-10-18,171,113414.95,10,2,13,10,0.88,1,1
742,2020-07-17,2021-09-14,424,99317.16,19,3,9,9,0.846,0,1
743,2023-11-17,2024-09-08,296,113765.21,19,3,17,10,0.92,0,1
744,2019-12-28,2020-11-26,334,129711.5,20,1,19,10,0.95,0,1
745,2021-09-04,2022-05-30,268,126617.6,19,2,13,8,0.733,0,1
746,2020-10-11,2021-05-13,214,98881.44,11,4,7,7,0.742,1,1
747,2021-10-28,2022-11-29,397,109480.66,11,3,17,10,0.904,0,1
748,2023-11-01,2024-04-28,179,50787.81,19,1,11,9,0.882,0,1
749,2018-01-03,2018-11-23,324,137752.99,11,2,3,7,0.828,0,1
750,2018-02-16,2019-01-06,324,174032.87,13,4,16,9,0.93,0,1
751,2020-12-25,2021-11-21,331,128122.86,17,3,9,8,0.738,1,1
752,2022-05-31,2023-04-19,323,88152.6,16,3,9,7,0.797,1,1
753,2018-09-17,2019-01-07,112,115098.84,11,1,5,8,0.864,0,1
754,2023-06-08,2024-03-13,279,161742.77,13,2,6,6,0.726,1,1
755,2022-04-19,2022-11-01,196,82845.72,12,2,9,8,0.833,0,1
756,2021-08-11,2022-06-16,309,114166.88,22,4,2,7,0.796,0,1
757,2023-11-13,2024-07-02,232,94923.91,22,4,19,8,0.881,1,1
758,2022-09-06,2023-02-20,167,134382.72,13,1,3,9,0.822,0,1
759,2019-09-21,2020-06-30,283,70032.72,11,1,12,9,0.914,0,1
760,2019-10-01,2020-09-21,356,93335.92,22,1,13,8,0.824,1,1
761,2018-09-13,2019-06-17,277,55720.33,11,1,19,10,0.93,0,1
762,2018-02-08,2019-03-04,389,111550.26,18,3,17,9,0.874,0,1
763,2018-04-22,2018-12-05,227,130407.74,13,1,17,10,0.946,0,1
764,2020-09-02,2021-06-10,281,72821.28,23,1,17,7,0.794,0,1
765,2020-04-09,2021-01-28,294,137688.22,18,3,11,9,0.774,0,1
766,2023-07-29,2024-07-11,348,125545.53,22,3,5,9,0.89,1,1
767,2018-01-21,2019-04-03,437,125941.05,20,3,13,10,0.872,0,1
768,2021-05-08,2022-06-21,409,99004.08,17,2,18,9,0.864,0,1
769,2023-12-18,2024-10-12,299,119076.34,17,4,2,5,0.649,1,1
770,2019-01-16,2019-11-19,307,99722.75,23,3,2,8,0.822,1,0
771,2023-06-15,2024-03-07,266,136738.72,23,2,5,9,0.804,0,1
772,2019-09-18,2020-08-06,323,96557.2,22,3,18,10,0.841,0,1
773,2018-06-18,2019-07-22,399,83425.55,23,1,19,9,0.896,0,1
774,2023-06-22,2023-11-10,141,95094.39,24,2,14,5,0.667,0,1
775,2023-03-07,2023-07-11,126,114257.38,18,1,16,8,0.688,0,1
776,2022-02-22,2022-09-04,194,90783.92,14,3,18,9,0.86,1,1
777,2020-11-03,2021-07-23,262,140006.39,11,3,17,9,0.905,0,1
778,2022-12-15,2023-06-05,172,116894.58,18,3,1,7,0.75,1,1
779,2018-12-19,2020-03-13,450,83427.34,16,4,13,9,0.864,0,1
780,2020-11-15,2021-05-09,175,85761.42,10,2,1,6,0.751,0,1
781,2023-03-10,2023-09-13,187,92819.75,20,2,19,10,0.95,1,1
782,2021-12-14,2022-05-22,159,99889.9,23,3,19,9,0.95,0,1
783,2019-11-23,2020-11-07,350,87967.72,12,2,13,7,0.816,1,1
784,2018-12-27,2019-04-30,124,98980.82,18,1,7,9,0.815,0,1
785,2021-06-25,2022-06-04,344,97360.79,15,3,8,7,0.829,1,1
786,2022-08-25,2023-10-14,415,175298.77,20,3,16,10,0.915,1,1
787,2022-11-19,2023-08-09,263,103463.7,22,1,10,8,0.831,1,1
788,2018-06-02,2019-02-12,255,94388.25,11,3,8,6,0.686,1,0
789,2022-02-16,2023-02-11,360,94866.1,18,1,13,8,0.74,1,0
790,2023-01-28,2024-01-20,357,137883.49,22,3,5,8,0.727,0,1
791,2021-06-06,2022-08-01,421,59549.15,19,4,12,7,0.798,0,1
792,2022-03-07,2022-11-18,256,102677.83,24,4,6,5,0.586,0,1
793,2020-06-01,2021-01-26,239,103265.52,12,3,3,9,0.835,1,1
794,2022-11-10,2023-09-13,307,128222.59,15,3,9,8,0.878,1,0
795,2020-06-23,2021-05-15,326,64506.06,15,2,20,9,0.879,0,1
796,2019-11-04,2020-10-24,355,87921.39,19,2,11,9,0.764,1,0
797,2018-05-08,2019-01-26,263,99134.85,10,1,14,10,0.884,1,1
798,2021-05-18,2022-07-04,412,127145.62,20,2,8,8,0.768,1,1
799,2020-09-15,2021-09-13,363,64897.0,12,4,5,6,0.681,0,1
800,2019-12-19,2020-12-03,350,105997.57,23,4,4,8,0.713,1,0
801,2023-01-24,2023-05-23,119,150945.91,25,1,15,10,0.95,0,1
802,2020-02-19,2020-10-01,225,111981.16,21,2,11,8,0.883,1,1
803,2023-03-07,2023-11-13,251,92375.06,19,1,14,8,0.837,1,0
804,2020-02-06,2020-09-01,208,139110.49,25,1,9,8,0.846,0,0
805,2019-12-07,2020-10-29,327,121185.13,23,4,1,7,0.793,1,1
806,2022-06-09,2022-11-07,151,97077.93,14,3,20,9,0.95,0,1
807,2018-07-23,2018-12-11,141,121765.2,25,2,3,9,0.794,0,1
808,2023-12-08,2024-08-25,261,135281.38,23,1,15,9,0.911,0,1
809,2022-04-02,2022-07-13,102,133721.78,19,1,20,8,0.863,1,0
810,2019-03-05,2020-02-24,356,124176.71,11,1,6,8,0.862,0,1
811,2019-07-03,2020-04-21,293,165917.89,21,3,5,7,0.774,0,1
812,2020-04-14,2021-05-08,389,105533.24,18,3,3,8,0.759,0,1
813,2018-02-01,2018-07-25,174,170352.84,15,3,18,9,0.945,0,1
814,2019-11-18,2020-11-10,358,103019.66,17,2,8,8,0.713,0,1
815,2021-04-08,2022-05-19,406,98538.05,13,3,8,8,0.872,0,1
816,2019-10-22,2020-04-23,184,118054.89,22,1,3,8,0.831,0,1
817,2019-01-25,2019-10-17,265,154034.46,10,2,4,6,0.657,0,1
818,2018-09-13,2019-12-02,445,139031.1,11,4,15,8,0.796,0,1
819,2022-05-23,2023-08-16,450,120945.39,21,4,7,9,0.843,0,1
820,2022-08-02,2023-08-21,384,123111.94,23,4,1,7,0.705,1,1
821,2019-06-23,2019-12-13,173,125656.55,18,2,19,10,0.877,0,1
822,2019-05-01,2020-06-22,418,133543.4,21,3,12,9,0.95,0,1
823,2018-05-17,2019-05-09,357,90568.44,24,1,5,10,0.837,0,1
824,2023-08-27,2024-05-11,258,110455.48,18,1,1,6,0.683,0,1
825,2020-08-24,2021-03-12,200,69675.95,16,3,2,8,0.833,0,1
826,2021-03-17,2021-11-03,231,92013.7,16,2,1,7,0.694,0,1
827,2023-12-17,2024-09-24,282,119809.6,20,3,14,10,0.921,0,1
828,2020-04-03,2021-03-15,346,126741.11,19,1,7,8,0.783,1,0
829,2019-07-18,2020-01-29,195,120123.68,21,2,3,7,0.639,0,1
830,2018-08-08,2019-01-18,163,142903.1,20,1,17,9,0.95,0,1
831,2019-09-07,2020-07-22,319,127312.32,18,3,16,9,0.916,0,1
832,2022-12-05,2023-10-03,302,83090.13,10,4,17,7,0.768,1,1
833,2019-08-09,2020-11-01,450,107529.54,16,3,14,9,0.772,0,1
834,2022-11-08,2023-07-10,244,84171.08,17,1,15,10,0.874,0,1
835,2019-08-08,2020-04-10,246,133166.22,13,1,9,9,0.847,1,1
836,2020-01-25,2021-02-04,376,152294.81,18,3,5,7,0.794,1,1
837,2018-06-03,2019-01-10,221,98873.42,15,3,17,10,0.896,0,1
838,2023-11-21,2024-09-29,313,70364.21,23,3,11,10,0.918,0,1
839,2019-04-16,2020-06-05,416,147573.87,18,2,17,10,0.84,0,1
840,2020-11-18,2021-10-15,331,169603.81,19,4,5,7,0.815,0,1
841,2020-11-08,2021-06-23,227,98337.49,25,3,2,7,0.714,1,1
842,2018-02-22,2019-02-16,359,74569.73,11,2,3,9,0.832,1,0
843,2023-06-22,2024-04-03,286,72472.23,17,4,2,7,0.811,0,1
844,2023-07-27,2024-08-10,380,70545.81,15,1,9,10,0.883,1,1
845,2023-04-09,2024-01-22,288,140044.19,24,1,19,9,0.847,0,1
846,2021-06-20,2021-10-25,127,108750.26,10,2,9,9,0.83,1,1
847,2020-01-09,2020-07-07,180,100844.23,13,3,15,8,0.773,0,1
848,2019-05-21,2020-01-11,235,88358.76,23,1,4,9,0.883,0,1
849,2022-01-22,2022-11-04,286,107356.71,18,1,11,8,0.907,0,1
850,2022-05-08,2022-08-28,112,104126.23,21,1,16,10,0.895,0,1
851,2022-11-21,2023-04-19,149,119773.08,11,1,14,7,0.798,1,1
852,2021-06-05,2021-12-05,183,126114.76,11,2,4,9,0.89,0,1
853,2022-11-01,2023-11-09,373,100842.74,15,1,6,8,0.825,1,0
854,2022-10-06,2023-05-01,207,83975.8,12,3,7,7,0.785,0,1
855,2022-02-26,2022-10-09,225,158993.82,16,3,5,8,0.798,0,1
856,2022-06-12,2022-11-09,150,125932.63,22,2,3,7,0.827,0,1
857,2023-06-23,2024-01-24,215,50000.0,11,2,11,8,0.868,1,1
858,2020-08-13,2021-06-19,310,89269.79,22,4,2,9,0.821,1,0
859,2018-07-31,2019-04-28,271,73682.11,25,3,20,9,0.807,1,1
860,2018-08-02,2019-01-15,166,129999.12,18,1,14,10,0.873,0,1
861,2018-06-27,2019-05-21,328,115883.45,10,1,3,8,0.826,1,1
862,2022-10-02,2023-07-08,279,94155.76,14,4,11,7,0.773,1,1
863,2018-03-06,2018-09-28,206,108288.76,12,3,18,10,0.95,1,1
864,2019-03-01,2019-11-05,249,70792.9,23,1,10,7,0.789,0,1
865,2020-10-16,2021-04-28,194,112269.16,10,3,11,10,0.872,1,0
866,2023-03-07,2024-01-17,316,140371.2,13,2,18,7,0.832,0,1
867,2019-05-04,2020-05-03,365,92282.26,20,4,10,7,0.791,0,1
868,2020-09-29,2021-02-17,141,121731.0,15,1,16,10,0.933,1,1
869,2019-11-02,2020-04-29,179,90266.86,15,2,8,9,0.799,0,1
870,2018-08-29,2019-01-30,154,113549.88,15,3,10,9,0.805,1,1
871,2019-04-15,2020-01-14,274,95455.78,15,2,7,8,0.888,1,1
872,2022-03-13,2023-04-17,400,108919.55,25,4,19,8,0.888,1,0
873,2018-11-22,2019-10-13,325,107860.32,17,2,7,10,0.927,1,1
874,2020-05-12,2021-03-14,306,85514.46,20,3,6,7,0.81,1,0
875,2021-02-14,2021-08-01,168,119709.28,15,1,2,8,0.747,0,1
876,2022-08-14,2023-04-26,255,81263.73,11,1,2,7,0.772,0,1
877,2021-01-13,2022-01-15,367,65246.53,13,2,10,6,0.74,1,1
878,2022-03-13,2022-12-16,278,120815.75,12,3,2,9,0.878,1,0
879,2021-11-08,2022-09-29,325,89397.17,22,3,1,6,0.705,0,1
880,2021-03-14,2021-09-05,175,69016.38,25,1...
